project_name,project_links,type,units
Flamingo Valley,https://www.propertyguru.com.sg//project/flamingo-valley-1931,condo,393.0
Flora East,https://www.propertyguru.com.sg//project/flora-east-1932,condo,28.0
Fortville,https://www.propertyguru.com.sg//project/fortville-1937,condo,15.0
Fragrant Gardens,https://www.propertyguru.com.sg//project/fragrant-gardens-1938,condo,38.0
New Futura,https://www.propertyguru.com.sg//project/new-futura-1940,condo,124.0
Fortune Spring,https://www.propertyguru.com.sg//project/fortune-spring-1935,condo,24.0
Hullet Rise,https://www.propertyguru.com.sg//project/hullet-rise-2046,condo,32.0
Holland Mansion,https://www.propertyguru.com.sg//project/holland-mansion-2030,condo,20.0
Holland Tower,https://www.propertyguru.com.sg//project/holland-tower-2031,condo,14.0
Hua Xin Court,https://www.propertyguru.com.sg//project/hua-xin-court-2044,condo,32.0
Holland View,https://www.propertyguru.com.sg//project/holland-view-2032,condo,48.0
La Dolce Vita,https://www.propertyguru.com.sg//project/la-dolce-vita-2115,condo,41.0
La Nouvelle,https://www.propertyguru.com.sg//project/la-nouvelle-2116,condo,9.0
Dynasty Garden Court 2,https://www.propertyguru.com.sg//project/dynasty-garden-court-2-2114,condo,39.0
La Ventura,https://www.propertyguru.com.sg//project/la-ventura-2120,condo,25.0
La Ville,https://www.propertyguru.com.sg//project/la-ville-2121,condo,40.0
La Suisse II,https://www.propertyguru.com.sg//project/la-suisse-ii-2119,condo,48.0
Kovan Crest,https://www.propertyguru.com.sg//project/kovan-crest-2109,condo,
Meadows @ Peirce,https://www.propertyguru.com.sg//project/meadows-peirce-2190,condo,479.0
Minton Rise Condominium,https://www.propertyguru.com.sg//project/minton-rise-condominium-2207,condo,
Morimasa Garden,https://www.propertyguru.com.sg//project/morimasa-garden-2211,condo,38.0
Meyer Tower,https://www.propertyguru.com.sg//project/meyer-tower-2201,condo,57.0
Alba,https://www.propertyguru.com.sg//project/alba-2307,condo,50.0
Portofino,https://www.propertyguru.com.sg//project/portofino-2311,condo,32.0
Poh Huat Gardens,https://www.propertyguru.com.sg//project/poh-huat-gardens-2309,condo,58.0
Pender Court,https://www.propertyguru.com.sg//project/pender-court-2294,condo,48.0
Pine Springs,https://www.propertyguru.com.sg//project/pine-springs-2305,condo,20.0
Platinum Residence,https://www.propertyguru.com.sg//project/platinum-residence-2306,condo,
St Michael Regency,https://www.propertyguru.com.sg//project/st-michael-regency-2375,condo,49.0
Seven Nassim,https://www.propertyguru.com.sg//project/seven-nassim-2376,condo,
Sims Meadows,https://www.propertyguru.com.sg//project/sims-meadows-2373,condo,36.0
Surrey Court,https://www.propertyguru.com.sg//project/surrey-court-2372,condo,18.0
Shelford Garden,https://www.propertyguru.com.sg//project/shelford-garden-2377,condo,19.0
Vicenta Lodge,https://www.propertyguru.com.sg//project/vicenta-lodge-2378,condo,16.0
Trendale Tower,https://www.propertyguru.com.sg//project/trendale-tower-2384,condo,18.0
The Lattiz,https://www.propertyguru.com.sg//project/the-lattiz-2381,condo,15.0
Tembeling Grove,https://www.propertyguru.com.sg//project/tembeling-grove-2382,condo,
Siglap Lodge,https://www.propertyguru.com.sg//project/siglap-lodge-2371,condo,
Rosyth Lodge,https://www.propertyguru.com.sg//project/rosyth-lodge-2369,condo,
Sims Point,https://www.propertyguru.com.sg//project/sims-point-2374,condo,14.0
Sunflower Residence,https://www.propertyguru.com.sg//project/sunflower-residence-2445,condo,20.0
Summer Green,https://www.propertyguru.com.sg//project/summer-green-2442,condo,24.0
Sommerville Loft,https://www.propertyguru.com.sg//project/sommerville-loft-2429,condo,18.0
Villas Six,https://www.propertyguru.com.sg//project/villas-six-2521,condo,
Toh Tuck Lodge,https://www.propertyguru.com.sg//project/toh-tuck-lodge-2534,condo,10.0
Toho Garden,https://www.propertyguru.com.sg//project/toho-garden-2535,condo,56.0
Residences @ Jansen,https://www.propertyguru.com.sg//project/residences-jansen-2593,condo,18.0
Residences Botanique,https://www.propertyguru.com.sg//project/residences-botanique-2591,condo,81.0
Siglap V,https://www.propertyguru.com.sg//project/siglap-v-2589,condo,114.0
The Estrella,https://www.propertyguru.com.sg//project/the-estrella-2594,condo,55.0
Espada,https://www.propertyguru.com.sg//project/espada-2595,condo,232.0
Cube 8,https://www.propertyguru.com.sg//project/cube-8-2596,condo,177.0
Glasgow Residences,https://www.propertyguru.com.sg//project/glasgow-residences-2597,condo,41.0
Coralis,https://www.propertyguru.com.sg//project/coralis-2603,condo,127.0
Urban Suites @ Hullet Road,https://www.propertyguru.com.sg//project/urban-suites-hullet-road-2586,condo,165.0
Elliot at the East Coast,https://www.propertyguru.com.sg//project/elliot-at-the-east-coast-2601,condo,119.0
Vacanza @ East,https://www.propertyguru.com.sg//project/vacanza-east-2672,condo,473.0
Waterfront Gold,https://www.propertyguru.com.sg//project/waterfront-gold-2663,condo,362.0
Stevens Suites,https://www.propertyguru.com.sg//project/stevens-suites-2666,condo,32.0
The Residences at W Sentosa Cove,https://www.propertyguru.com.sg//project/the-residences-at-w-sentosa-cove-2668,condo,228.0
Loft @ Nathan,https://www.propertyguru.com.sg//project/loft-nathan-2669,condo,121.0
Suites @ Cairnhill,https://www.propertyguru.com.sg//project/suites-cairnhill-2660,condo,48.0
Skyline @ Orchard Boulevard,https://www.propertyguru.com.sg//project/skyline-orchard-boulevard-2661,condo,40.0
The Scala @ Lorong Chuan,https://www.propertyguru.com.sg//project/the-scala-lorong-chuan-2662,condo,468.0
Cityscape at Farrer Park,https://www.propertyguru.com.sg//project/cityscape-at-farrer-park-2670,condo,250.0
Fiorenza,https://www.propertyguru.com.sg//project/fiorenza-1498,condo,28.0
Marine Blue,https://www.propertyguru.com.sg//project/marine-blue-1499,condo,124.0
Bellerive,https://www.propertyguru.com.sg//project/bellerive-1496,condo,51.0
Mill Creek,https://www.propertyguru.com.sg//project/mill-creek-1510,condo,18.0
One Devonshire,https://www.propertyguru.com.sg//project/one-devonshire-1511,condo,152.0
Nathan Residences,https://www.propertyguru.com.sg//project/nathan-residences-1507,condo,91.0
Seaview Point,https://www.propertyguru.com.sg//project/seaview-point-1508,condo,34.0
D' Almira,https://www.propertyguru.com.sg//project/d-almira-1513,condo,25.0
Holland Suites,https://www.propertyguru.com.sg//project/holland-suites-1504,condo,15.0
Eden Crest,https://www.propertyguru.com.sg//project/eden-crest-1500,condo,16.0
Victory Heights,https://www.propertyguru.com.sg//project/victory-heights-1501,condo,34.0
Hundred Trees,https://www.propertyguru.com.sg//project/hundred-trees-1589,condo,396.0
Cyan,https://www.propertyguru.com.sg//project/cyan-1590,condo,278.0
Waterfront Key,https://www.propertyguru.com.sg//project/waterfront-key-1597,condo,437.0
Yong Siak Court,https://www.propertyguru.com.sg//project/yong-siak-court-1602,condo,9.0
Gloria Mansion,https://www.propertyguru.com.sg//project/gloria-mansion-1593,condo,
Roxy Square,https://www.propertyguru.com.sg//project/roxy-square-1595,condo,26.0
Zephyr Park,https://www.propertyguru.com.sg//project/zephyr-park-1587,condo,49.0
28 Gilstead Road,https://www.propertyguru.com.sg//project/28-gilstead-road-1603,condo,
TRUSSVILLE,https://www.propertyguru.com.sg//project/trussville-1588,condo,11.0
Bowmont centre,https://www.propertyguru.com.sg//project/bowmont-centre-1664,condo,
Braddel Regalia,https://www.propertyguru.com.sg//project/braddel-regalia-1665,condo,11.0
Bliss Loft,https://www.propertyguru.com.sg//project/bliss-loft-1660,condo,48.0
Alegria Boutique Apartments,https://www.propertyguru.com.sg//project/alegria-boutique-apartments-1654,condo,12.0
Breezy Mansions,https://www.propertyguru.com.sg//project/breezy-mansions-1666,condo,
Bright Building,https://www.propertyguru.com.sg//project/bright-building-1667,condo,
Ampas Apartments,https://www.propertyguru.com.sg//project/ampas-apartments-1657,condo,43.0
Bournemouth Eight,https://www.propertyguru.com.sg//project/bournemouth-eight-1663,condo,8.0
Brighton View,https://www.propertyguru.com.sg//project/brighton-view-1669,condo,23.0
Balmoral Condo,https://www.propertyguru.com.sg//project/balmoral-condo-1770,condo,45.0
Balmoral Place,https://www.propertyguru.com.sg//project/balmoral-place-1777,condo,28.0
Balmoral Plaza,https://www.propertyguru.com.sg//project/balmoral-plaza-1778,condo,7.0
Bassein Court,https://www.propertyguru.com.sg//project/bassein-court-1783,condo,28.0
Bedok Gardens,https://www.propertyguru.com.sg//project/bedok-gardens-1787,condo,6.0
Balmoral Green,https://www.propertyguru.com.sg//project/balmoral-green-1773,condo,14.0
Balmoral Gardens,https://www.propertyguru.com.sg//project/balmoral-gardens-1772,condo,40.0
19 Balmoral,https://www.propertyguru.com.sg//project/19-balmoral-1774,condo,
Balmoral Luck,https://www.propertyguru.com.sg//project/balmoral-luck-1775,condo,11.0
Balmoral Park,https://www.propertyguru.com.sg//project/balmoral-park-1776,condo,16.0
Beauty World Plaza,https://www.propertyguru.com.sg//project/beauty-world-plaza-1785,condo,30.0
Balmy Court,https://www.propertyguru.com.sg//project/balmy-court-1780,condo,29.0
CITYVALE,https://www.propertyguru.com.sg//project/cityvale-1817,condo,19.0
Chiku Mansions,https://www.propertyguru.com.sg//project/chiku-mansions-1814,condo,
Chiverton,https://www.propertyguru.com.sg//project/chiverton-1815,condo,15.0
Chestnut Ville,https://www.propertyguru.com.sg//project/chestnut-ville-1819,condo,45.0
City Mansion,https://www.propertyguru.com.sg//project/city-mansion-1831,condo,
Clydeswood,https://www.propertyguru.com.sg//project/clydeswood-1836,condo,36.0
Cree Court,https://www.propertyguru.com.sg//project/cree-court-1845,condo,
Coronation Grove,https://www.propertyguru.com.sg//project/coronation-grove-1841,condo,24.0
Crystal Dew,https://www.propertyguru.com.sg//project/crystal-dew-1847,condo,14.0
Crystal Mansions,https://www.propertyguru.com.sg//project/crystal-mansions-1848,condo,
Corona Court,https://www.propertyguru.com.sg//project/corona-court-1839,condo,14.0
Coronation Ville,https://www.propertyguru.com.sg//project/coronation-ville-1842,condo,18.0
Cosy 23,https://www.propertyguru.com.sg//project/cosy-23-1843,condo,11.0
Cosy Lodge,https://www.propertyguru.com.sg//project/cosy-lodge-1844,condo,14.0
Gardenia Court,https://www.propertyguru.com.sg//project/gardenia-court-1947,condo,65.0
Gilstead Court,https://www.propertyguru.com.sg//project/gilstead-court-1955,condo,48.0
Gallop Green,https://www.propertyguru.com.sg//project/gallop-green-1945,condo,53.0
Gilstead Mansion,https://www.propertyguru.com.sg//project/gilstead-mansion-1956,condo,24.0
Geylang Heritage,https://www.propertyguru.com.sg//project/geylang-heritage-1952,condo,35.0
Giffard Mansions,https://www.propertyguru.com.sg//project/giffard-mansions-1953,condo,10.0
Hin Seng Garden,https://www.propertyguru.com.sg//project/hin-seng-garden-2026,condo,88.0
Hillside Mansions,https://www.propertyguru.com.sg//project/hillside-mansions-2019,condo,
Kingsgrove,https://www.propertyguru.com.sg//project/kingsgrove-2100,condo,32.0
Kingston Terrace,https://www.propertyguru.com.sg//project/kingston-terrace-2101,condo,12.0
Kismis Court,https://www.propertyguru.com.sg//project/kismis-court-2102,condo,26.0
Knox View,https://www.propertyguru.com.sg//project/knox-view-2105,condo,8.0
Klassic Court,https://www.propertyguru.com.sg//project/klassic-court-2104,condo,10.0
Kim Keat Gardens,https://www.propertyguru.com.sg//project/kim-keat-gardens-2091,condo,13.0
King's Court,https://www.propertyguru.com.sg//project/king-s-court-2097,condo,
Sturdee View,https://www.propertyguru.com.sg//project/sturdee-view-2180,condo,24.0
Sultan Gate Place,https://www.propertyguru.com.sg//project/sultan-gate-place-2170,condo,12.0
Waterloo Apartments,https://www.propertyguru.com.sg//project/waterloo-apartments-2175,condo,
Marine View Mansion,https://www.propertyguru.com.sg//project/marine-view-mansion-2182,condo,30.0
Oasis @ Elias,https://www.propertyguru.com.sg//project/oasis-elias-2253,condo,388.0
OLA Residences @ Mountbatten,https://www.propertyguru.com.sg//project/ola-residences-mountbatten-2256,condo,50.0
Oleanas Residences,https://www.propertyguru.com.sg//project/oleanas-residences-2257,condo,130.0
One Robin,https://www.propertyguru.com.sg//project/one-robin-2259,condo,14.0
Orchid Mansion,https://www.propertyguru.com.sg//project/orchid-mansion-2262,condo,
Palm Residence,https://www.propertyguru.com.sg//project/palm-residence-2269,condo,32.0
Newton Point,https://www.propertyguru.com.sg//project/newton-point-2246,condo,39.0
Rising Suites,https://www.propertyguru.com.sg//project/rising-suites-2342,condo,15.0
Ridge Court,https://www.propertyguru.com.sg//project/ridge-court-2340,condo,15.0
Richmore Court,https://www.propertyguru.com.sg//project/richmore-court-2339,condo,
Ricchezza,https://www.propertyguru.com.sg//project/ricchezza-2337,condo,16.0
Riverdale Residence,https://www.propertyguru.com.sg//project/riverdale-residence-2344,condo,37.0
Sophia 98,https://www.propertyguru.com.sg//project/sophia-98-2334,condo,16.0
Sophia 88,https://www.propertyguru.com.sg//project/sophia-88-2335,condo,8.0
Riveria Gardens,https://www.propertyguru.com.sg//project/riveria-gardens-2345,condo,49.0
Riveria View,https://www.propertyguru.com.sg//project/riveria-view-2348,condo,
Sunflower Mansions,https://www.propertyguru.com.sg//project/sunflower-mansions-2331,condo,
Summer Grove,https://www.propertyguru.com.sg//project/summer-grove-2333,condo,
Shelford View,https://www.propertyguru.com.sg//project/shelford-view-2416,condo,20.0
Sin Chuan Garden,https://www.propertyguru.com.sg//project/sin-chuan-garden-2424,condo,66.0
The Laurels @ Cairnhill Road,https://www.propertyguru.com.sg//project/the-laurels-cairnhill-road-2500,condo,229.0
The Elegance @ Changi,https://www.propertyguru.com.sg//project/the-elegance-changi-2495,condo,26.0
The Clayton,https://www.propertyguru.com.sg//project/the-clayton-2490,condo,10.0
The Calypso,https://www.propertyguru.com.sg//project/the-calypso-2487,condo,30.0
The Cairnhill,https://www.propertyguru.com.sg//project/the-cairnhill-2486,condo,35.0
The Grandiflora,https://www.propertyguru.com.sg//project/the-grandiflora-2497,condo,18.0
Skyline 360,https://www.propertyguru.com.sg//project/skyline-360-2573,condo,61.0
Suites Twenty Two,https://www.propertyguru.com.sg//project/suites-twenty-two-2564,condo,22.0
Suites De Laurel,https://www.propertyguru.com.sg//project/suites-de-laurel-2654,condo,72.0
OUE Twin Peaks,https://www.propertyguru.com.sg//project/oue-twin-peaks-2655,condo,462.0
Envio,https://www.propertyguru.com.sg//project/envio-2653,condo,24.0
The Minton,https://www.propertyguru.com.sg//project/the-minton-2652,condo,1145.0
Tree House,https://www.propertyguru.com.sg//project/tree-house-2646,condo,429.0
Tan Tong Meng Tower,https://www.propertyguru.com.sg//project/tan-tong-meng-tower-2658,condo,35.0
Orchard View,https://www.propertyguru.com.sg//project/orchard-view-2659,condo,30.0
111 Emerald Hill,https://www.propertyguru.com.sg//project/111-emerald-hill-2656,condo,40.0
Altez,https://www.propertyguru.com.sg//project/altez-2651,condo,280.0
Mi Casa,https://www.propertyguru.com.sg//project/mi-casa-1487,condo,457.0
La Belle,https://www.propertyguru.com.sg//project/la-belle-1522,condo,16.0
Vista Residences,https://www.propertyguru.com.sg//project/vista-residences-1521,condo,282.0
Residences @ Killiney,https://www.propertyguru.com.sg//project/residences-killiney-1523,condo,68.0
8 @ Woodleigh,https://www.propertyguru.com.sg//project/8-woodleigh-1524,condo,330.0
Sea Avenue Residences,https://www.propertyguru.com.sg//project/sea-avenue-residences-1516,condo,30.0
Minbu Court,https://www.propertyguru.com.sg//project/minbu-court-1530,condo,27.0
Selanting Green,https://www.propertyguru.com.sg//project/selanting-green-1531,condo,60.0
Park Green,https://www.propertyguru.com.sg//project/park-green-1514,condo,368.0
The Estoril,https://www.propertyguru.com.sg//project/the-estoril-1515,condo,44.0
Taipan Grand,https://www.propertyguru.com.sg//project/taipan-grand-1520,condo,16.0
The Gale,https://www.propertyguru.com.sg//project/the-gale-1526,condo,329.0
Watten Estate Condominium,https://www.propertyguru.com.sg//project/watten-estate-condominium-1518,condo,104.0
Wilkie Apartments,https://www.propertyguru.com.sg//project/wilkie-apartments-1623,condo,12.0
Wilkie 48,https://www.propertyguru.com.sg//project/wilkie-48-1624,condo,28.0
Willyn Ville,https://www.propertyguru.com.sg//project/willyn-ville-1619,condo,33.0
10 Tanglin,https://www.propertyguru.com.sg//project/10-tanglin-1610,condo,48.0
72 Grange,https://www.propertyguru.com.sg//project/72-grange-1650,condo,18.0
Airstream,https://www.propertyguru.com.sg//project/airstream-1653,condo,70.0
28 Shelford,https://www.propertyguru.com.sg//project/28-shelford-1645,condo,36.0
Idyllic East,https://www.propertyguru.com.sg//project/idyllic-east-1636,condo,34.0
Westpoint Condominium,https://www.propertyguru.com.sg//project/westpoint-condominium-1629,condo,31.0
Welkin Mansion,https://www.propertyguru.com.sg//project/welkin-mansion-1634,condo,
West-N,https://www.propertyguru.com.sg//project/west-n-1631,condo,14.0
Limau Park,https://www.propertyguru.com.sg//project/limau-park-1641,condo,32.0
Cashew Villas,https://www.propertyguru.com.sg//project/cashew-villas-1719,condo,109.0
Central Square,https://www.propertyguru.com.sg//project/central-square-1720,condo,127.0
Cathay Gardens,https://www.propertyguru.com.sg//project/cathay-gardens-1711,condo,61.0
Cassia View,https://www.propertyguru.com.sg//project/cassia-view-1709,condo,72.0
Cashew Estate,https://www.propertyguru.com.sg//project/cashew-estate-1707,condo,78.0
Casa Irrawaddy,https://www.propertyguru.com.sg//project/casa-irrawaddy-1703,condo,30.0
Casa Nassau,https://www.propertyguru.com.sg//project/casa-nassau-1704,condo,28.0
Celadon View,https://www.propertyguru.com.sg//project/celadon-view-1713,condo,27.0
Casa Flora,https://www.propertyguru.com.sg//project/casa-flora-1702,condo,30.0
Casa Sophia,https://www.propertyguru.com.sg//project/casa-sophia-1705,condo,
Central Meadows,https://www.propertyguru.com.sg//project/central-meadows-1714,condo,24.0
Century Ville,https://www.propertyguru.com.sg//project/century-ville-1723,condo,
Royal Palm Mansions,https://www.propertyguru.com.sg//project/royal-palm-mansions-1739,condo,23.0
Austral View,https://www.propertyguru.com.sg//project/austral-view-1740,condo,12.0
Ceylon Court,https://www.propertyguru.com.sg//project/ceylon-court-1725,condo,
Chapel Court,https://www.propertyguru.com.sg//project/chapel-court-1731,condo,20.0
Chancery Park,https://www.propertyguru.com.sg//project/chancery-park-1729,condo,32.0
Gallery Fifteen,https://www.propertyguru.com.sg//project/gallery-fifteen-1737,condo,14.0
Chancery Garden,https://www.propertyguru.com.sg//project/chancery-garden-1727,condo,10.0
Chancery Corner,https://www.propertyguru.com.sg//project/chancery-corner-1726,condo,
Chancery Lodge,https://www.propertyguru.com.sg//project/chancery-lodge-1728,condo,
Evian Condominium,https://www.propertyguru.com.sg//project/evian-condominium-1921,condo,23.0
Pasadena,https://www.propertyguru.com.sg//project/pasadena-1922,condo,36.0
Familie Mansions,https://www.propertyguru.com.sg//project/familie-mansions-1926,condo,
Eton Court,https://www.propertyguru.com.sg//project/eton-court-1915,condo,13.0
Eunos Green,https://www.propertyguru.com.sg//project/eunos-green-1916,condo,34.0
Equity Heights,https://www.propertyguru.com.sg//project/equity-heights-1913,condo,
Evergreen View,https://www.propertyguru.com.sg//project/evergreen-view-1919,condo,26.0
Everitt Green,https://www.propertyguru.com.sg//project/everitt-green-1920,condo,15.0
Greenacres,https://www.propertyguru.com.sg//project/greenacres-1982,condo,74.0
Eastern Lodge,https://www.propertyguru.com.sg//project/eastern-lodge-1998,condo,
Keng Lee Court,https://www.propertyguru.com.sg//project/keng-lee-court-2084,condo,
Katong Ville,https://www.propertyguru.com.sg//project/katong-ville-2078,condo,16.0
Gramercy Park,https://www.propertyguru.com.sg//project/gramercy-park-2161,condo,174.0
Lincoln Suites,https://www.propertyguru.com.sg//project/lincoln-suites-2145,condo,175.0
Lion Towers,https://www.propertyguru.com.sg//project/lion-towers-2146,condo,52.0
Loyang Gardens,https://www.propertyguru.com.sg//project/loyang-gardens-2155,condo,
Loyang Townhouses,https://www.propertyguru.com.sg//project/loyang-townhouses-2159,condo,
Lushan Garden,https://www.propertyguru.com.sg//project/lushan-garden-2163,condo,15.0
Paterson Linc,https://www.propertyguru.com.sg//project/paterson-linc-2285,condo,35.0
East Ville,https://www.propertyguru.com.sg//project/east-ville-2288,condo,16.0
Palmera Residence,https://www.propertyguru.com.sg//project/palmera-residence-2271,condo,38.0
Parkview Condo,https://www.propertyguru.com.sg//project/parkview-condo-2277,condo,178.0
Parkway View,https://www.propertyguru.com.sg//project/parkway-view-2279,condo,26.0
Riverside View,https://www.propertyguru.com.sg//project/riverside-view-2349,condo,72.0
Robin Residences,https://www.propertyguru.com.sg//project/robin-residences-2350,condo,134.0
Still Mansion,https://www.propertyguru.com.sg//project/still-mansion-2362,condo,
St Thomas Ville,https://www.propertyguru.com.sg//project/st-thomas-ville-2363,condo,23.0
3 @ Phillips,https://www.propertyguru.com.sg//project/3-phillips-2365,condo,16.0
Sapphire 99,https://www.propertyguru.com.sg//project/sapphire-99-2354,condo,20.0
Shan Court,https://www.propertyguru.com.sg//project/shan-court-2358,condo,
Rose Court,https://www.propertyguru.com.sg//project/rose-court-2351,condo,
Sophia Court,https://www.propertyguru.com.sg//project/sophia-court-2357,condo,188.0
Tan Chin Tuan Mansion,https://www.propertyguru.com.sg//project/tan-chin-tuan-mansion-2465,condo,16.0
Treasure Loft,https://www.propertyguru.com.sg//project/treasure-loft-2460,condo,8.0
Toh Yi Court,https://www.propertyguru.com.sg//project/toh-yi-court-2461,condo,18.0
Sunset Lodge,https://www.propertyguru.com.sg//project/sunset-lodge-2447,condo,30.0
Torie Mansion,https://www.propertyguru.com.sg//project/torie-mansion-2462,condo,12.0
The Sapphire,https://www.propertyguru.com.sg//project/the-sapphire-2463,condo,
Sunshine Lodge,https://www.propertyguru.com.sg//project/sunshine-lodge-2449,condo,30.0
Sunshine Loft,https://www.propertyguru.com.sg//project/sunshine-loft-2450,condo,10.0
The Palladium,https://www.propertyguru.com.sg//project/the-palladium-2509,condo,43.0
The Shore Residences,https://www.propertyguru.com.sg//project/the-shore-residences-2511,condo,408.0
The Mergui,https://www.propertyguru.com.sg//project/the-mergui-2501,condo,
The Estuary @ Yishun,https://www.propertyguru.com.sg//project/the-estuary-yishun-2636,condo,608.0
Waterbank at Dakota,https://www.propertyguru.com.sg//project/waterbank-at-dakota-2642,condo,616.0
RV Edge,https://www.propertyguru.com.sg//project/rv-edge-2625,condo,108.0
The Tier,https://www.propertyguru.com.sg//project/the-tier-2629,condo,48.0
The Promont,https://www.propertyguru.com.sg//project/the-promont-2637,condo,15.0
The Vision,https://www.propertyguru.com.sg//project/the-vision-2638,condo,295.0
Starlight Suites,https://www.propertyguru.com.sg//project/starlight-suites-2640,condo,105.0
Tembeling Residence,https://www.propertyguru.com.sg//project/tembeling-residence-2641,condo,19.0
Faber Garden Condominium,https://www.propertyguru.com.sg//project/faber-garden-condominium-2639,condo,233.0
Double Bay Residences,https://www.propertyguru.com.sg//project/double-bay-residences-1502,condo,646.0
Belle Vue Residences,https://www.propertyguru.com.sg//project/belle-vue-residences-1503,condo,176.0
Sophia Residence,https://www.propertyguru.com.sg//project/sophia-residence-1533,condo,272.0
Volari,https://www.propertyguru.com.sg//project/volari-1547,condo,85.0
Guilin Court,https://www.propertyguru.com.sg//project/guilin-court-1549,condo,28.0
Parkway Mansion,https://www.propertyguru.com.sg//project/parkway-mansion-1539,condo,32.0
Ferrell Residences,https://www.propertyguru.com.sg//project/ferrell-residences-1538,condo,34.0
Domus,https://www.propertyguru.com.sg//project/domus-1542,condo,104.0
The Areca,https://www.propertyguru.com.sg//project/the-areca-1543,condo,21.0
Coastal Breeze Residences,https://www.propertyguru.com.sg//project/coastal-breeze-residences-1544,condo,63.0
Verdure @ Holland Park,https://www.propertyguru.com.sg//project/verdure-holland-park-1537,condo,75.0
The Mercury,https://www.propertyguru.com.sg//project/the-mercury-1535,condo,67.0
Seventy St Patrick's,https://www.propertyguru.com.sg//project/seventy-st-patrick-s-1540,condo,186.0
7 Claymore,https://www.propertyguru.com.sg//project/7-claymore-1575,condo,77.0
The Interlace,https://www.propertyguru.com.sg//project/the-interlace-1574,condo,1040.0
Madison Residences,https://www.propertyguru.com.sg//project/madison-residences-1581,condo,56.0
Lush on Holland Hill,https://www.propertyguru.com.sg//project/lush-on-holland-hill-1582,condo,56.0
Paterson Suites,https://www.propertyguru.com.sg//project/paterson-suites-1568,condo,102.0
The Eastside,https://www.propertyguru.com.sg//project/the-eastside-1569,condo,32.0
Esterina,https://www.propertyguru.com.sg//project/esterina-1578,condo,12.0
Balcon East,https://www.propertyguru.com.sg//project/balcon-east-1572,condo,37.0
Trevista,https://www.propertyguru.com.sg//project/trevista-1573,condo,590.0
Luxe Ville,https://www.propertyguru.com.sg//project/luxe-ville-1583,condo,50.0
Grange 70,https://www.propertyguru.com.sg//project/grange-70-1570,condo,20.0
Rich East Garden,https://www.propertyguru.com.sg//project/rich-east-garden-1571,condo,40.0
Bliss Ville,https://www.propertyguru.com.sg//project/bliss-ville-1576,condo,18.0
Le Nouvel Ardmore,https://www.propertyguru.com.sg//project/le-nouvel-ardmore-1758,condo,43.0
Village Tower,https://www.propertyguru.com.sg//project/village-tower-1745,condo,46.0
Bagnall Court,https://www.propertyguru.com.sg//project/bagnall-court-1766,condo,43.0
Astridville,https://www.propertyguru.com.sg//project/astridville-1762,condo,18.0
Balestier 288,https://www.propertyguru.com.sg//project/balestier-288-1767,condo,11.0
38 Stevens Road,https://www.propertyguru.com.sg//project/38-stevens-road-1750,condo,16.0
Ardmore View,https://www.propertyguru.com.sg//project/ardmore-view-1759,condo,30.0
Ventura View,https://www.propertyguru.com.sg//project/ventura-view-1743,condo,24.0
Delight Court,https://www.propertyguru.com.sg//project/delight-court-1866,condo,21.0
D' Chateau @ Shelford,https://www.propertyguru.com.sg//project/d-chateau-shelford-1855,condo,31.0
Daisy Lodge,https://www.propertyguru.com.sg//project/daisy-lodge-1861,condo,24.0
Dalvey Court,https://www.propertyguru.com.sg//project/dalvey-court-1862,condo,32.0
Datoh Court,https://www.propertyguru.com.sg//project/datoh-court-1863,condo,
De Angelo,https://www.propertyguru.com.sg//project/de-angelo-1864,condo,50.0
Derby Court,https://www.propertyguru.com.sg//project/derby-court-1868,condo,22.0
Deng Fu Ville,https://www.propertyguru.com.sg//project/deng-fu-ville-1867,condo,44.0
Culford Gardens,https://www.propertyguru.com.sg//project/culford-gardens-1850,condo,24.0
Dunearn Court,https://www.propertyguru.com.sg//project/dunearn-court-1883,condo,12.0
Fernhill Place,https://www.propertyguru.com.sg//project/fernhill-place-1881,condo,
Draycott Tower,https://www.propertyguru.com.sg//project/draycott-tower-1876,condo,132.0
Fernhill Grove,https://www.propertyguru.com.sg//project/fernhill-grove-1877,condo,36.0
Dynasty Lodge,https://www.propertyguru.com.sg//project/dynasty-lodge-1886,condo,9.0
Grange 80,https://www.propertyguru.com.sg//project/grange-80-1977,condo,10.0
Glasgow Green,https://www.propertyguru.com.sg//project/glasgow-green-1960,condo,7.0
Jade Mansion,https://www.propertyguru.com.sg//project/jade-mansion-2054,condo,27.0
Jansen Mansion,https://www.propertyguru.com.sg//project/jansen-mansion-2058,condo,12.0
Jade Towers,https://www.propertyguru.com.sg//project/jade-towers-2055,condo,
Inova 100,https://www.propertyguru.com.sg//project/inova-100-2049,condo,8.0
Jervois Gardens,https://www.propertyguru.com.sg//project/jervois-gardens-2062,condo,14.0
Jersey Lodge,https://www.propertyguru.com.sg//project/jersey-lodge-2061,condo,28.0
JC Court,https://www.propertyguru.com.sg//project/jc-court-2059,condo,10.0
Le Loyang,https://www.propertyguru.com.sg//project/le-loyang-2126,condo,24.0
Le M Residence,https://www.propertyguru.com.sg//project/le-m-residence-2127,condo,12.0
Leicester Lodge,https://www.propertyguru.com.sg//project/leicester-lodge-2131,condo,16.0
8 Lincoln,https://www.propertyguru.com.sg//project/8-lincoln-2144,condo,19.0
